0,9.6526,9.6526,9.3604,9.2666,9.2523,9.6071,9.3591,9.2651,9.2507,9.2557
1,9.3736,9.3736,8.8879,8.7004,8.6059,9.2993,8.8846,8.6964,8.6144,8.5742
2,10.8024,10.8024,6.5355,5.1341,4.2701,10.0504,6.4182,5.1153,4.3297,4.2154
3,9.701,9.701,9.2448,9.0937,9.0183,9.6256,9.2437,9.09,9.0254,8.9894
4,9.2567,9.2567,8.6228,8.4158,8.3196,9.1561,8.6201,8.4113,8.3312,8.279
5,9.2235,9.2235,9.7603,10.1574,10.5061,9.2822,9.7633,10.1673,10.4588,10.6844
6,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0
13,9.6249,9.6249,8.1398,7.3187,6.8577,9.3942,8.1448,7.2951,6.901,6.7182
14,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0,0,0,0
20,10.1457,10.1457,9.6256,9.4655,9.3861,10.0613,9.6238,9.4624,9.3932,9.3616
21,0,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0,0,0
26,12.3479,12.3479,12.0373,11.9791,12.0204,12.2991,12.0395,11.9787,12.0035,12.0697
27,0,0,0,0,0,0,0,0,0,0
28,9.8284,9.8284,9.5447,9.4689,9.4671,9.7827,9.5437,9.468,9.4622,9.4816
29,0,0,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0,0,0
31,10.5764,10.5764,10.258,10.1545,10.1454,10.5252,10.2563,10.1531,10.1428,10.1515
32,0,0,0,0,0,0,0,0,0,0
33,10.0569,10.0569,9.752,9.6485,9.6446,10.0074,9.7502,9.647,9.6415,9.6521
34,0,0,0,0,0,0,0,0,0,0
35,0,0,0,0,0,0,0,0,0,0
36,0,0,0,0,0,0,0,0,0,0
37,0,0,0,0,0,0,0,0,0,0
38,0,0,0,0,0,0,0,0,0,0
39,0,0,0,0,0,0,0,0,0,0
40,0,0,0,0,0,0,0,0,0,0
41,0,0,0,0,0,0,0,0,0,0
42,0,0,0,0,0,0,0,0,0,0
43,0,0,0,0,0,0,0,0,0,0
44,10.6665,10.6665,10.3241,10.2118,10.1927,10.6131,10.3225,10.21,10.1915,10.1945
45,11.9779,11.9779,11.2489,10.9848,10.8413,11.8651,11.245,10.979,10.8584,10.7811
46,11.6924,11.6924,10.9525,10.7365,10.638,11.5736,10.95,10.732,10.6473,10.6094
47,0,0,0,0,0,0,0,0,0,0
48,0,0,0,0,0,0,0,0,0,0
49,10.8748,10.8748,10.5719,10.495,10.4982,10.826,10.5715,10.4943,10.4942,10.5099
50,0,0,0,0,0,0,0,0,0,0
51,0,0,0,0,0,0,0,0,0,0
52,0,0,0,0,0,0,0,0,0,0
53,5.8747,5.8747,5.9827,6.122,6.2368,5.8694,5.9823,6.1261,6.2281,6.2607
54,1.8797,1.8797,2.2051,2.472,2.6889,1.9073,2.2068,2.4793,2.6628,2.7767
55,2.5684,2.5684,3.0163,3.352,3.6388,2.6117,3.0188,3.3607,3.6012,3.7699
56,6.7509,6.7509,6.2766,6.1695,6.1383,6.6691,6.2759,6.1674,6.1407,6.1284
57,0,0,0,0,0,0,0,0,0,0
58,0,0,0,0,0,0,0,0,0,0
59,3.4103,3.4103,3.845,4.1641,4.4359,3.452,3.847,4.1726,4.4006,4.5608
60,0,0,0,0,0,0,0,0,0,0
61,0,0,0,0,0,0,0,0,0,0
62,0,0,0,0,0,0,0,0,0,0
63,0,0,0,0,0,0,0,0,0,0
64,9.0902,9.0902,8.5201,8.3561,8.2787,8.9966,8.5186,8.3527,8.2874,8.2467
65,5.0718,5.0718,4.3287,4.0878,3.9549,4.9501,4.3254,4.0826,3.969,3.9104
66,8.1926,8.1926,7.2821,6.9864,6.8095,8.045,7.277,6.98,6.8293,6.7509
67,7.2912,7.2912,6.5951,6.3633,6.2423,7.1794,6.5919,6.3584,6.255,6.2021
68,8.9396,8.9396,8.3732,8.1672,8.0589,8.8501,8.3699,8.1629,8.0707,8.0179
69,0,0,0,0,0,0,0,0,0,0
70,0,0,0,0,0,0,0,0,0,0
71,0,0,0,0,0,0,0,0,0,0
72,0,0,0,0,0,0,0,0,0,0
73,0,0,0,0,0,0,0,0,0,0
74,0,0,0,0,0,0,0,0,0,0
75,0,0,0,0,0,0,0,0,0,0
76,5.9894,5.9894,5.3826,5.2165,5.1502,5.8914,5.3813,5.2131,5.1566,5.1278
77,0,0,0,0,0,0,0,0,0,0
78,0,0,0,0,0,0,0,0,0,0
79,0,0,0,0,0,0,0,0,0,0
80,9.9342,9.9342,9.6591,9.5729,9.5687,9.8903,9.6575,9.572,9.5632,9.5867
81,6.8824,6.8824,6.3859,6.2106,6.1379,6.8064,6.3834,6.2071,6.1432,6.1181
82,4.0263,4.0263,4.3778,4.652,4.8597,4.0568,4.3795,4.6594,4.8355,4.9424
83,5.0623,5.0623,4.1651,3.897,3.7496,4.9169,4.1611,3.8913,3.7659,3.7036
84,0,0,0,0,0,0,0,0,0,0
85,8.2687,8.2687,8.2197,8.3177,8.3796,8.2549,8.2211,8.3208,8.3781,8.3838
86,5.8665,5.8665,5.9515,6.102,6.2446,5.8589,5.9518,6.1067,6.2319,6.2851
87,0,0,0,0,0,0,0,0,0,0
88,0,0,0,0,0,0,0,0,0,0
89,0,0,0,0,0,0,0,0,0,0
90,8.2148,8.2148,7.8998,7.8045,7.7985,8.1644,7.8987,7.803,7.7956,7.807
91,0,0,0,0,0,0,0,0,0,0
92,4.8352,4.8352,4.0226,3.7925,3.6774,4.7021,4.0196,3.7878,3.6868,3.6521
93,9.2305,9.2305,8.6596,8.4668,8.3794,9.1387,8.6571,8.4628,8.3871,8.3522
94,5.1469,5.1469,4.6622,4.5343,4.4997,5.0673,4.6612,4.5318,4.5018,4.4901
95,0,0,0,0,0,0,0,0,0,0
96,0,0,0,0,0,0,0,0,0,0
97,4.5038,4.5038,4.1462,4.0609,4.0496,4.4392,4.1451,4.0594,4.0482,4.0501
98,8.495,8.495,7.8934,7.6988,7.6125,8.4016,7.8913,7.6948,7.621,7.5819
99,0,0,0,0,0,0,0,0,0,0
100,7.603,7.603,6.9579,6.7927,6.742,7.5003,6.9569,6.7896,6.7437,6.7345
101,0,0,0,0,0,0,0,0,0,0
102,0,0,0,0,0,0,0,0,0,0
103,0,0,0,0,0,0,0,0,0,0
104,5.3063,5.3063,5.6294,5.8898,6.0809,5.3311,5.6307,5.8968,6.0617,6.1435
105,8.2748,8.2748,7.6815,7.5178,7.4632,8.1777,7.6801,7.5146,7.4665,7.4484
106,0,0,0,0,0,0,0,0,0,0
107,0,0,0,0,0,0,0,0,0,0
108,9.0906,9.0906,7.8539,7.3299,7.0119,8.9087,7.843,7.3183,7.0517,6.8873
109,4.1792,4.1792,4.3194,4.4991,4.6678,4.1899,4.3221,4.5039,4.6419,4.7553
110,0,0,0,0,0,0,0,0,0,0
111,0,0,0,0,0,0,0,0,0,0
112,4.6665,4.6665,3.7345,3.4136,3.2313,4.5143,3.7285,3.4066,3.2508,3.1734
113,9.7481,9.7481,8.2266,7.4863,7.0482,9.5175,8.2376,7.4645,7.0872,6.9225
114,6.0517,6.0517,5.9207,5.9283,5.9823,6.0294,5.92,5.9292,5.9694,6.0268
115,6.3483,6.3483,6.6677,6.9277,7.136,6.3747,6.6694,6.9349,7.1126,7.2145
116,4.0149,4.0149,4.5051,4.8656,5.1769,4.0608,4.5069,4.8749,5.136,5.3209
117,0,0,0,0,0,0,0,0,0,0
118,4.4756,4.4756,4.9528,5.3044,5.6094,4.5205,4.9547,5.3135,5.5691,5.7514
119,2.6624,2.6624,3.0412,3.3395,3.5301,2.7007,3.0464,3.3462,3.499,3.6362
120,0,0,0,0,0,0,0,0,0,0
121,5.7457,5.7457,4.811,4.5363,4.3766,5.5948,4.8071,4.5304,4.3933,4.3304
122,7.4546,7.4546,6.5186,6.139,5.9159,7.3102,6.5111,6.1308,5.9392,5.84
123,7.1324,7.1324,7.2034,7.3401,7.4537,7.1208,7.2033,7.3442,7.4461,7.4742
124,8.4033,8.4033,8.0458,7.9507,7.9315,8.3429,8.0444,7.949,7.9286,7.9373
